title,br_id,media_type,distributor,genres,rating,bluray_ratings,media_img,release_date
Godzilla Against Mechagodzilla (2002),3459,dvd,Sony Pictures,Sci-Fi; Foreign; Action; Fantasy,7.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/3459_medium.jpg?t=1489375537,"Mar 23, 2004"
The Godzilla Collection (1954-1975),3991,dvd,Classic Media,Foreign; Sci-Fi; Fantasy; Horror; Drama; Supernatural; Action; Thriller; Adventure; Imaginary; Family,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/3991_medium.jpg?t=1564622110,1975
Godzilla vs. Biollante (1989),72740,dvd,No title given.,Sci-Fi; Foreign; Fantasy; Action; Supernatural,7.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/72740_medium.jpg?t=1386167248,NA
Godzilla vs. Destoroyah (1995),87335,dvd,No title given.,Sci-Fi; Foreign; Action; Fantasy; Supernatural,7.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/87335_medium.jpg?t=1400186942,NA
Godzilla vs. Gigan (1972),19675,dvd,Sony Pictures,Foreign; Sci-Fi; Fantasy; Action,6.7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/19675_medium.jpg?t=1332208128,"Oct 19, 2004"
Godzilla vs. Hedorah (1971),4151,dvd,Sony Pictures,Foreign; Sci-Fi; Fantasy; Action; Surreal,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/4151_medium.jpg?t=1319014275,"Oct 19, 2004"
Godzilla vs. King Ghidorah (1991),87341,dvd,No title given.,Sci-Fi; Foreign; Fantasy; Action; Adventure,6.7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/87341_medium.jpg?t=1400192806,NA
Godzilla vs. King Ghidorah / Godzilla and Mothra: The Battle for Earth (1991-1992),3366,dvd,Sony Pictures,Sci-Fi; Foreign; Fantasy; Action; Adventure,6.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/3366_medium.jpg?t=0,1992
Godzilla vs. Mechagodzilla (1974),31137,dvd,Sony Pictures,Foreign; Sci-Fi; Fantasy; Action,6.9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/31137_medium.jpg?t=1334360802,"Oct 19, 2004"
Godzilla vs. Mechagodzilla II (1993),3311,dvd,Sony Pictures,Sci-Fi; Foreign; Action; Fantasy; Supernatural,7.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/3311_medium.jpg?t=0,"Feb 08, 2005"
Godzilla vs. Megaguirus (2000),3675,dvd,Sony Pictures,Sci-Fi; Foreign; Action; Fantasy,6.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/3675_medium.jpg?t=1334183898,"Jan 27, 2004"
Godzilla vs. Mothra (1964),1839,dvd,No title given.,Foreign; Sci-Fi; Fantasy; Supernatural; Adventure; Action,7.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/1839_medium.jpg?t=0,NA
Godzilla vs. SpaceGodzilla (1994),87334,dvd,No title given.,Sci-Fi; Foreign; Action; Fantasy; Supernatural; Adventure,6.7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/87334_medium.jpg?t=1400186902,NA
Godzilla vs. the Sea Monster (1966),3389,dvd,Sony Pictures,Foreign; Sci-Fi; Fantasy; Action; Adventure,6.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/3389_medium.jpg?t=0,"Feb 08, 2005"
Godzilla Vs. the Smog Monster / Godzilla Vs. Megalon (1971-1973),123827,dvd,No title given.,Foreign; Sci-Fi; Fantasy; Action; Surreal,6.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/123827_medium.jpg?t=1564872848,NA
"Godzilla, Mothra and King Ghidorah: Giant Monsters All-Out Attack (2001)",3313,dvd,Sony Pictures,Sci-Fi; Foreign; Action; Fantasy; Supernatural,7.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/3313_medium.jpg?t=1490138369,"Jan 27, 2004"
Grandma's Boy (2006),11234,dvd,20th Century Fox,Comedy,7.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/11234_medium.jpg?t=1395460429,"May 09, 2006"
Greendale (2003),100630,dvd,Sanctuary,,NA,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/100630_medium.jpg?t=1421346496,"Jul 27, 2004"
Gremlins (1984),1210,dvd,Warner Bros.,Horror; Comedy; Fantasy; Holiday,7.7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/1210_medium.jpg?t=1394294942,"May 15, 2007"
The Guillotines (2012),55786,dvd,Well Go USA,Action; Martial arts; Adventure,6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/55786_medium.jpg?t=0,"Aug 13, 2013"
Halo Legends (2010),3009,dvd,Warner Bros.,Action; Sci-Fi; Anime,6.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/3009_medium.jpg?t=1385901196,"Feb 16, 2010"
Hard Boiled (1992),6750,dvd,Weinstein Company,Foreign; Crime; Melodrama; Drama; Thriller; Action,8.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/6750_medium.jpg?t=1316281912,"Jul 24, 2007"
Harold & Kumar Go to White Castle (2004),1712,dvd,New Line Cinema,Comedy; Adventure,7.3,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/1712_medium.jpg?t=1377465010,"Jan 04, 2005"
He-Man and the Masters of the Universe: Origins,685,dvd,No title given.,Animation; Fantasy; Action; Supernatural,7.9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/685_medium.jpg?t=0,NA
Hellboy (2004),8234,dvd,Sony Pictures,Action; Sci-Fi; Adventure; Fantasy; Comic book; Horror,7.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/8234_medium.jpg?t=1326304811,"Jun 03, 2008"
Heroes of the East (1978),7334,dvd,Weinstein Company,Foreign; Martial arts; Action,7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/7334_medium.jpg?t=1317767358,"May 27, 2008"
High School High (1996),25783,dvd,Columbia/Tri-Star,Comedy,5.7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/25783_medium.jpg?t=1365923020,"Mar 31, 1998"
Highlander: 5-Film Collection (1986-2007),146692,dvd,Lionsgate Films,Action; Sci-Fi; Fantasy; Adventure,5.3,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/146692_medium.jpg?t=1509412561,2007
"House, M.D.: Season 1 (2004-2005)",9466,dvd,Universal Studios,Dark humor; Mystery; Drama,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/9466_medium.jpg?t=0,2005
House of Flying Daggers (2004),1756,dvd,Sony Pictures,Action; Martial arts; Foreign; Adventure; Drama; Fantasy; Romance,7.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/1756_medium.jpg?t=0,"Apr 19, 2005"
"I Love You, Man (2009)",77315,dvd,Paramount Pictures,Comedy; Romance,7.3,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/77315_medium.jpg?t=1389620580,"Jan 01, 2013"
Ichi the Killer (2001),7175,dvd,Tokyo Shock,Horror; Foreign; Dark humor; Surreal; Crime; Thriller; Drama; Action,6.9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/7175_medium.jpg?t=1325359289,"Nov 18, 2003"
Icons of Sci-Fi: Toho Collection (1958-1961),31135,dvd,Sony Pictures,Foreign; Sci-Fi; Fantasy; Supernatural; Mystery; Thriller; Adventure; Action; Family; Drama; Horror,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/31135_medium.jpg?t=1583108511,1961
Incubus: Alive At Red Rocks,31395,dvd,No title given.,,NA,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/31395_medium.jpg?t=1339277928,NA
Incubus: Morning View Sessions (2002),31397,dvd,Epic Records,Music,0,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/31397_medium.jpg?t=1339277907,"May 28, 2002"
"Incubus: When Incubus Attacks, Vol. 2 (2001)",64313,dvd,Sony Music,Music; Documentary,0,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/64313_medium.jpg?t=1378794803,"Dec 11, 2001"
Indiana Jones: Bonus Material (2003),99598,dvd,Paramount Pictures,Documentary,NA,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/99598_medium.jpg?t=1419262893,"Oct 21, 2003"
The Iron Bodyguard (1973),101143,dvd,No title given.,Martial arts; Adventure; Action,0,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/101143_medium.jpg?t=1423952851,NA
Iron Man: The Complete 1994 Animated Television Series (1994-1996),25908,dvd,Disney / Buena Vista,Comic book; Action; Animation; Adventure,6.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/25908_medium.jpg?t=1524667094,1996
Iron Monkey (1993),7206,dvd,Miramax,Foreign; Martial arts; Action; Crime,7.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/7206_medium.jpg?t=1318867820,"Apr 26, 2011"
Island of the Living Dead (2007),100457,dvd,Intervision Picture Corp,Horror,6.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/100457_medium.jpg?t=1420838852,"Feb 10, 2015"
Jaws (1975),79879,dvd,Universal Studios,Horror; Thriller; Adventure,9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/79879_medium.jpg?t=1392927368,"Aug 14, 2012"
Jay and Silent Bob Strike Back (2001),122847,dvd,Lionsgate Films,Comedy; Adventure,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/122847_medium.jpg?t=1462259959,"Apr 26, 2011"
Joe Dirt (2001),2002,dvd,Sony Pictures,Comedy; Adventure,5.9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/2002_medium.jpg?t=1386933666,"Aug 28, 2001"
Jurassic Park & Lost World (1993-1997),22862,dvd,Universal Studios,Adventure; Action; Sci-Fi; Thriller,8.7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/22862_medium.jpg?t=1320087353,1997
The Kid with the Golden Arm (1979),7661,dvd,Tokyo Shock,Action; Drama,6.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/7661_medium.jpg?t=1423952922,"Jun 15, 2010"
Killing Machine (1975),134530,dvd,BCI Home Entertainment,Action; Drama,6.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/134530_medium.jpg?t=1488269956,"Oct 26, 2004"
King Kong (2005),1892,dvd,Universal Studios,Action; Adventure; Thriller; Epic; Period; Romance; Drama,7.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/1892_medium.jpg?t=0,"Mar 28, 2006"
King Kong (1933),6821,dvd,Warner Bros.,Horror; Romance; Adventure; Drama,8.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/6821_medium.jpg?t=1317296521,"Nov 22, 2005"
King Kong vs. Godzilla (1962),3294,dvd,Universal Studios,Foreign; Sci-Fi; Action,6.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/3294_medium.jpg?t=1346828743,"Sep 15, 2009"
King Kong vs. Godzilla/King Kong Escapes (1962-1967),112036,dvd,Universal Studios,Sci-Fi; Foreign; Action; Adventure,6.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/112036_medium.jpg?t=1440425234,1967
Land of the Dead (2005),1062,dvd,Universal Studios,Horror; Action,6.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/1062_medium.jpg?t=0,"Oct 18, 2005"
The Last Broadcast (1998),25429,dvd,No title given.,Horror; Mystery,6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/25429_medium.jpg?t=1327032221,NA
Latitude Zero (1969),3874,dvd,Tokyo Shock,Sci-Fi; Action; Adventure,6.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/3874_medium.jpg?t=1317446303,"Dec 11, 2007"
Led Zeppelin (2003),19216,dvd,Warner Music,Music,NA,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/19216_medium.jpg?t=1419085612,"Mar 27, 2003"
Legends of the Fall (1994),14714,dvd,Columbia/Tri-Star,Drama; Romance; War; Period; Melodrama; Epic; Western,7.3,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/14714_medium.jpg?t=1453833307,"Oct 17, 2000"
Lion vs. Lion (1981),101270,dvd,No title given.,Martial arts; Action,6.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/101270_medium.jpg?t=1423952958,NA
Mallrats (1995),10874,dvd,Universal Studios,Comedy; Romance,7.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/10874_medium.jpg?t=1377408657,"Jul 20, 1999"
Martial Arts Collection (1972-1985),164491,dvd,St Clair Vision,Martial arts; Action; Foreign; Crime; Thriller; Drama; Romance,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/164491_medium.jpg?t=1538365254,1985
The Master (1980),101335,dvd,Tokyo Shock,,7.1,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/101335_medium.jpg?t=1487122243,"May 13, 2008"
Master of the Flying Guillotine (1976),7143,dvd,Pathfinder Home Entertainment,Action; Fantasy,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/7143_medium.jpg?t=1351014882,"Sep 17, 2002"
Matango: Attack of the Mushroom People (1963),38660,dvd,Tokyo Shock,Foreign; Horror,7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/38660_medium.jpg?t=0,"Mar 15, 2005"
Memento (2000),19001,dvd,Sony Pictures,Drama; Crime; Dark humor; Thriller; Psychological thriller; Mystery; Film-Noir,8.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/19001_medium.jpg?t=1382734886,"May 21, 2002"
Metamorphosis: The Alien Factor (1990),86294,dvd,Lionsgate Films,Horror; Sci-Fi,6.3,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/86294_medium.jpg?t=1398670122,"Oct 14, 2003"
Mighty Joe Young (1949),19754,dvd,Warner Bros.,Sci-Fi; Adventure; Drama; Fantasy,7.4,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/19754_medium.jpg?t=1401229139,"Nov 22, 2005"
Mighty Morphin Power Rangers: The Movie (1995),4551,dvd,20th Century Fox,Family; Sci-Fi; Adventure; Action; Martial arts,5.9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/4551_medium.jpg?t=0,"Sep 02, 2003"
Mobile Suit Gundam: Char's Counterattack (1988),126089,dvd,Right Stuf,Anime; Sci-Fi; Action; Drama,6.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/126089_medium.jpg?t=1471298351,"Sep 06, 2016"
Mobile Suit Zeta Gundam,124471,dvd,No title given.,Anime; Sci-Fi; Action; Drama; War; Adventure,7,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/124471_medium.jpg?t=1487979086,NA
The Monster Squad (1987),1224,dvd,Lionsgate Films,Horror; Supernatural; Comedy; Family; Action,7.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/1224_medium.jpg?t=0,"Jul 24, 2007"
Moon (2009),3596,dvd,Sony Pictures,Drama; Mystery; Psychological thriller; Surreal; Sci-Fi,8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/3596_medium.jpg?t=0,"Jan 12, 2010"
Munich (2005),22278,dvd,Universal Studios,History; Drama,8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/22278_medium.jpg?t=1319488219,"May 09, 2006"
Music in High Places - Deftones: Live in Hawaii (2001),19454,dvd,Image Entertainment,Documentary; Music,NA,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/19454_medium.jpg?t=0,"Aug 27, 2002"
The Musketeer (2001),2139,dvd,Universal Studios,Romance; Action; Adventure; Drama,5.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/2139_medium.jpg?t=0,"Jun 21, 2005"
Mutant (1984),128100,dvd,Miracle Pictures,Horror; Thriller; Sci-Fi,5.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/128100_medium.jpg?t=1474959324,"May 05, 2005"
The Mysterians (1957),61547,dvd,Tokyo Shock,Foreign; Sci-Fi; Fantasy; Thriller; Action,6.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/61547_medium.jpg?t=1375985900,"Mar 22, 2005"
Nausicaä of the Valley of the Wind (1984),164546,dvd,Shout Factory,Anime; Foreign; Fantasy; Adventure; Epic; Sci-Fi; Comic book; Action,8.3,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/164546_medium.jpg?t=1538444517,"Oct 31, 2017"
Night of the Living Dead (1990),1272,dvd,Columbia Pictures,Horror; Supernatural; Thriller,7.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/1272_medium.jpg?t=1321758341,"Oct 05, 1999"
The Princess Bride (1987),4451,dvd,Metro-Goldwyn-Mayer,Adventure; Family; Comedy; Fantasy; Romance,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/4451_medium.jpg?t=1370187258,"Sep 04, 2001"
The Ring (2002),888,dvd,DreamWorks,Horror; Supernatural; Thriller; Mystery,7.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/888_medium.jpg?t=1322273569,"Mar 04, 2003"
Rodan / War of the Gargantuas (1956-1966),4032,dvd,Classic Media,Foreign; Horror; Sci-Fi; Supernatural; Fantasy; Action,6.6,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/4032_medium.jpg?t=1394746619,1966
The Running Man (1987),2846,dvd,Artisan Entertainment,Thriller; Action; Sci-Fi,6.9,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/2846_medium.jpg?t=1387170655,"Mar 16, 2004"
The Sandlot (1993),4558,dvd,20th Century Fox,Comedy; Family; Sport; Coming of age; Drama,7.8,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/4558_medium.jpg?t=1370189062,"Jan 29, 2002"
The Simpsons: The Complete First Season (1989-1990),19015,dvd,20th Century Fox,Comedy; Animation; Family,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/19015_medium.jpg?t=1330700685,1990
The Simpsons: The Complete Second Season (1990-1991),40120,dvd,20th Century Fox,Comedy; Animation; Family,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/40120_medium.jpg?t=1350299463,1991
The Simpsons: The Complete Third Season (1991-1992),19017,dvd,20th Century Fox,Comedy; Animation; Family,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images4.static-bluray.com/movies/dvdcovers/19017_medium.jpg?t=1394806414,1992
The Simpsons: The Complete Fourth Season (1992-1993),19018,dvd,20th Century Fox,Comedy; Animation; Family,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/19018_medium.jpg?t=1330701252,1993
The Simpsons: The Complete Fifth Season (1993-1994),19019,dvd,20th Century Fox,Comedy; Animation; Family,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/19019_medium.jpg?t=1394806542,1994
The Simpsons: The Complete Sixth Season (1994-1995),18958,dvd,20th Century Fox,Comedy; Animation; Family,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/18958_medium.jpg?t=1533016612,1995
The Simpsons: The Complete Seventh Season (1995-1996),18955,dvd,20th Century Fox,Comedy; Animation; Family,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images2.static-bluray.com/movies/dvdcovers/18955_medium.jpg?t=1394806826,1996
The Simpsons: The Complete Eighth Season (1996-1997),18956,dvd,20th Century Fox,Comedy; Animation; Family,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/18956_medium.jpg?t=1394806929,1997
The Simpsons: The Complete Tenth Season (1998-1999),13430,dvd,20th Century Fox,Comedy; Animation; Family,8.2,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images.static-bluray.com/movies/dvdcovers/13430_medium.jpg?t=0,1999
The Stuff (1985),25514,dvd,Starz / Anchor Bay,Horror; Sci-Fi; Comedy,6.5,3D = 0.0; 4K = 0.0; Audio = 0.0; Extras = 0.0; Video = 0.0,https://images3.static-bluray.com/movies/dvdcovers/25514_medium.jpg?t=1322435909,"Oct 24, 2000"
